City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,hirara,24.8,125.2833,62.98,72,99,20.74,JP,1673890638
282,mehamn,71.0357,27.8492,33.75,80,40,13.8,NO,1673890638
283,ericeira,38.9627,-9.4156,58.84,86,75,11.5,PT,1673890639
284,umkomaas,-30.2067,30.7978,78.67,83,0,15.5,ZA,1673890640
285,shimoda,34.6667,138.95,39.11,73,100,9.8,JP,1673890640
286,nelson bay,-32.7167,152.15,72.0,95,14,1.99,AU,1673890641
287,thinadhoo,0.5333,72.9333,79.77,68,60,3.89,MV,1673890642
288,kismayo,-0.3582,42.5454,77.16,79,26,16.71,SO,1673890642
289,tolaga bay,-38.3667,178.3,58.78,83,50,3.51,NZ,1673890643
290,rincon,32.296,-81.2354,61.92,27,75,3.44,US,1673890416
291,nhulunbuy,-12.2333,136.7667,79.41,94,75,5.75,AU,1673890644
292,gouyave,12.1646,-61.7296,83.17,70,20,14.97,GD,1673890644
293,itarema,-2.9248,-39.9167,83.05,64,100,11.14,BR,1673890645
294,vao,-22.6667,167.4833,74.93,74,94,14.43,NC,1673890646
295,polunochnoye,60.8697,60.4153,10.08,85,56,5.84,RU,1673890646
296,qaanaaq,77.484,-69.3632,-7.78,52,64,6.44,GL,1673890647
297,soe,-9.8607,124.284,66.56,91,100,2.8,ID,1673890648
298,seoul,37.5683,126.9778,22.44,76,0,4.61,KR,1673890512
299,makasar,-5.14,119.4221,78.67,80,98,2.44,ID,1673890617
300,dondo,-19.6094,34.7431,80.11,82,75,5.41,MZ,1673890649
301,kailua,21.4022,-157.7394,71.44,82,75,3.42,US,1673890649
302,bacabal,-4.2917,-44.7917,74.53,95,100,5.39,BR,1673890650
303,sindgi,16.9167,76.2333,74.23,29,0,11.25,IN,1673890651
304,rawson,-43.3002,-65.1023,74.77,43,27,18.07,AR,1673890651
305,aklavik,68.2191,-135.0107,-14.49,99,100,2.17,CA,1673890652
306,mount gambier,-37.8333,140.7667,60.17,63,1,5.39,AU,1673890422
307,kendari,-3.945,122.4989,76.06,90,86,1.25,ID,1673890359
308,basco,20.4487,121.9702,72.54,74,100,27.81,PH,1673890542
309,dudinka,69.4058,86.1778,-42.77,96,6,4.03,RU,1673890654
310,severodvinsk,64.5635,39.8302,30.31,89,100,16.2,RU,1673890654
311,shiraz,29.6036,52.5388,53.04,54,75,4.61,IR,1673890655
312,moose factory,51.2585,-80.6094,37.4,51,0,11.5,CA,1673890655
313,biak,-0.9131,122.8766,76.14,84,67,1.1,ID,1673890656
314,lata,40.1629,-8.3327,56.07,92,99,13.73,PT,1673890656
315,halifax,44.6453,-63.5724,46.51,98,100,12.66,CA,1673890550
316,kiunga,-6.1219,141.2906,73.4,94,100,2.06,PG,1673890657
317,la grande,45.3246,-118.0877,36.99,94,62,2.26,US,1673890658
318,lardos,36.0942,28.0157,57.02,77,1,7.05,GR,1673890658
319,timberlake,37.3207,-79.2575,54.88,24,0,3.44,US,1673890659
320,peleduy,59.6289,112.7406,-41.96,100,92,0.49,RU,1673890659
321,playas,-2.6333,-80.3833,79.16,66,66,12.08,EC,1673890659
322,saurimo,-9.6608,20.3916,65.17,96,100,4.7,AO,1673890660
323,havelock,34.8791,-76.9013,51.94,35,0,9.22,US,1673890661
324,tokur,53.1333,132.9,-32.69,100,100,3.47,RU,1673890661
325,mildura,-34.2,142.15,78.33,49,6,9.57,AU,1673890661
326,bend,44.0582,-121.3153,32.99,84,40,4.61,US,1673890603
327,kaili,-3.4626,120.2147,67.64,93,98,2.68,ID,1673890662
328,coihaique,-45.5752,-72.0662,65.01,46,100,6.85,CL,1673890663
329,nishihara,26.1842,127.7558,60.08,68,75,10.36,JP,1673890664
330,dogondoutchi,13.6393,4.0287,76.5,15,5,8.7,NE,1673890664
331,kofele,7.0667,38.7833,53.46,61,88,0.85,ET,1673890665
332,saldanha,-33.0117,17.9442,86.05,89,40,12.39,ZA,1673890665
333,muriwai beach,-36.8167,174.45,62.42,95,77,3.31,NZ,1673890665
334,kabalo,-6.05,26.9167,71.11,92,63,2.44,CD,1673890666
335,lekoni,-1.5843,14.2591,80.83,60,99,5.26,GA,1673890666
336,krasnogorskoye,52.2953,86.1979,7.48,94,100,3.51,RU,1673890667
337,acapulco,16.8634,-99.8901,84.02,61,0,4.61,MX,1673890494
338,alyangula,-13.8483,136.4192,79.72,83,100,20.4,AU,1673890668
339,vila franca do campo,37.7167,-25.4333,57.61,76,21,6.62,PT,1673890668
340,luan,46.3592,6.9759,33.57,86,100,1.01,CH,1673890668
341,mitu,1.1983,-70.1733,80.56,86,79,1.16,CO,1673890669
342,fuyang,32.9,115.8167,28.81,70,96,5.82,CN,1673890670
343,bandarbeyla,9.4942,50.8122,75.54,73,1,17.96,SO,1673890670
344,virginia beach,36.8529,-75.978,52.05,33,40,13.8,US,1673890479
345,canutama,-6.5339,-64.3831,85.68,65,100,3.4,BR,1673890671
346,maceio,-9.6658,-35.7353,87.24,54,75,10.36,BR,1673890671
347,fairbanks,64.8378,-147.7164,6.76,79,0,8.05,US,1673890500
348,kyren,51.6828,102.1408,-6.14,80,31,3.27,RU,1673890672
349,micheweni,-4.9667,39.8333,81.27,78,4,14.72,TZ,1673890673
350,slyudyanka,51.6594,103.7061,-2.51,86,67,5.82,RU,1673890673
351,oranjemund,-28.55,16.4333,66.06,88,100,4.92,NA,1673890673
